Id,y
50100.0,1.8690980046763022
50101.0,2.3151244726477973
50102.0,1.5205004805514877
50103.0,2.5316558574788335
50104.0,1.6326998075689891
50105.0,1.543737689489722
50106.0,2.058209943899413
50107.0,2.2700646809510685
50108.0,1.8364748343673218
50109.0,1.8430147219152175
50110.0,1.4558854828738115
50111.0,1.6930766234949872
50112.0,1.6749958228885418
50113.0,1.693473661185469
50114.0,1.743737440315599
50115.0,2.168714416947375
50116.0,1.5461040537904398
50117.0,1.8686582800661582
50118.0,2.0467978983595905
50119.0,1.6998833194434262
50120.0,2.0323539541625504
50121.0,2.123627125081908
50122.0,1.1517740097258238
50123.0,1.9119685136873206
50124.0,1.6155019635201389
50125.0,1.8703861003685893
50126.0,1.5261997588064387
50127.0,1.9565307734784345
50128.0,1.5982425121754211
50129.0,1.8672967351714167
50130.0,2.051477927196786
50131.0,2.0515578065792406
50132.0,1.693304256388945
50133.0,1.6796415184825308
50134.0,1.8265096506405079
50135.0,2.2256924399183085
50136.0,1.6328552111421861
50137.0,1.8759057506886414
50138.0,1.6125797556845103
50139.0,1.6212471299560054
50140.0,1.8846993516189743
50141.0,2.5284533870791814
50142.0,1.891264859289874
50143.0,1.3511659539691205
50144.0,1.7850902473603933
50145.0,2.1017617490491785
50146.0,1.728929417722143
50147.0,2.26899046286888
50148.0,1.954678177004888
50149.0,1.7121926310918885
50150.0,1.4453740698205486
50151.0,1.576236047317023
50152.0,1.6208465288410938
50153.0,2.2440091064609975
50154.0,1.6922531242975567
50155.0,2.2394262562782843
50156.0,2.0825941126141942
50157.0,1.256895365486527
50158.0,1.767240891794855
50159.0,1.3258734664545617
50160.0,1.6905627703716442
50161.0,2.1915449970434535
50162.0,2.5887365897792254
50163.0,2.1630724014414215
50164.0,1.701892217534406
50165.0,1.4451935962263445
50166.0,1.356930391014933
50167.0,1.719933385533273
50168.0,1.6957489100816554
50169.0,1.2712132598981931
50170.0,1.9013524117745089
50171.0,2.3162328170458926
50172.0,1.477480116998048
50173.0,2.0489410008155775
50174.0,2.063129424179062
50175.0,1.475672829817214
50176.0,2.545711190688398
50177.0,2.279579913098183
50178.0,2.1308429713110923
50179.0,1.9163909666975352
50180.0,2.288072186739202
50181.0,1.8100490660835376
50182.0,2.174271050121321
50183.0,1.475230444782941
50184.0,2.325029081809024
50185.0,1.5491599781915917
50186.0,2.2638665388362655
50187.0,2.335431209618303
50188.0,2.3322255501785265
50189.0,2.2411349070000326
50190.0,2.596799158237837
50191.0,2.2588502938814994
50192.0,2.1843163633651432
50193.0,2.452710967481429
50194.0,1.8838663269923903
50195.0,1.7703570385390157
50196.0,2.0643851740692503
50197.0,1.8976149292588826
50198.0,2.0566550970225985
50199.0,2.3247511867339963
50200.0,1.8054878304847453
50201.0,2.7369295691933533
50202.0,1.5594600516922563
50203.0,1.6792330764647052
50204.0,1.4135698785985564
50205.0,1.4359715805369468
50206.0,2.001585816559358
50207.0,1.9502386385912391
50208.0,1.668936317274961
50209.0,1.64217066140439
50210.0,1.9296543481471904
50211.0,1.3467099743003645
50212.0,1.9768600018043245
50213.0,2.280648881979147
50214.0,1.7150684117130415
50215.0,1.3703024074665229
50216.0,1.4585465474640325
50217.0,1.5713551118366067
50218.0,1.7815754609785528
50219.0,2.145237347189575
50220.0,2.7156739983233873
50221.0,2.364073227630005
50222.0,2.2503468018428263
50223.0,1.8724296416736674
50224.0,1.4299536457641402
50225.0,2.331144393251853
50226.0,1.728739914833449
50227.0,2.2163358035035476
50228.0,1.6863404398203343
50229.0,2.068166733622099
50230.0,1.7533196841616219
50231.0,1.768658048468863
50232.0,2.217949615636507
50233.0,2.309012764373254
50234.0,1.663865908840191
50235.0,1.317952028550943
50236.0,1.495705151877711
50237.0,1.6306460982608666
50238.0,1.6764397731757685
50239.0,2.0567963799058973
50240.0,1.829922809603873
50241.0,1.3044979338723026
50242.0,2.262109918868225
50243.0,1.7898260501876884
50244.0,1.4664099919689546
50245.0,1.7080184428829686
50246.0,2.0916384854682066
50247.0,1.287682449326259
50248.0,2.9503276558673814
50249.0,2.3366196444471727
50250.0,2.233170928470892
50251.0,1.606857769498347
50252.0,2.1390659048049523
50253.0,2.1422218543520946
50254.0,1.749750291110101
50255.0,1.618701880977084
50256.0,2.224054383299328
50257.0,1.8504914454156394
50258.0,1.7520159493336478
50259.0,2.0991251441549914
50260.0,1.1158694178255772
50261.0,2.005105756582399
50262.0,1.7356907771630499
50263.0,1.633077606810057
50264.0,1.338633347677996
50265.0,1.775662516629354
50266.0,1.9056938976751154
50267.0,2.474710586284532
50268.0,1.8438846929775345
50269.0,1.6371035292888871
50270.0,2.239006842296465
50271.0,2.0064486394796526
50272.0,2.060802959629517
50273.0,2.2026122502086682
50274.0,2.129479444227966
50275.0,1.2904015281073637
50276.0,1.9209135770432462
50277.0,1.5388923651559647
50278.0,1.4873496943905091
50279.0,1.7919972293239597
50280.0,2.142652579803486
50281.0,1.5726499809718852
50282.0,2.310471542933001
50283.0,2.2363695787666016
50284.0,1.825603966287055
50285.0,1.563928309075421
50286.0,1.7669554211965912
50287.0,2.4600705836792116
50288.0,2.113555777447379
50289.0,1.490573840386956
50290.0,2.0505320635581894
50291.0,2.6414939403732007
50292.0,1.5576294052723383
50293.0,2.3126655886019347
50294.0,1.4524552254914402
